"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,47.962080613588,5.07821320551428
"2",2022-03-08 00:00:05,1,303,100,48.589757612501,5.27754715924949
"3",2022-03-08 00:00:10,1,303,100,49.3931881709344,5.5998539866349
"4",2022-03-08 00:00:15,1,303,100,48.523917830456,4.68512049619364
"5",2022-03-08 00:00:20,1,303,100,47.4500028673519,5.96628401831444
"6",2022-03-08 00:00:25,1,303,100,48.8607080068691,5.00472430188931
"7",2022-03-08 00:00:30,1,303,100,48.3100832404078,5.50401854762864
"8",2022-03-08 00:00:35,1,303,100,47.7618414396208,5.17653460276236
"9",2022-03-08 00:00:40,1,303,100,48.6327019538658,5.58075000875292
"10",2022-03-08 00:00:45,1,303,100,47.7124823772453,4.65058172862637
"11",2022-03-08 00:00:50,1,303,100,47.023034745893,5.34929976770031
"12",2022-03-08 00:00:55,1,303,100,48.2044747526984,5.09698488207459
"13",2022-03-08 00:01:00,1,303,100,48.7544988368421,4.70058762420085
"14",2022-03-08 00:01:05,1,303,100,47.2257061608406,5.15997231481228
"15",2022-03-08 00:01:10,1,303,100,48.2681266536626,5.44568143407894
"16",2022-03-08 00:01:15,1,303,100,48.6027300502223,4.98333591070355
"17",2022-03-08 00:01:20,1,303,100,48.419519776498,4.57662627383526
"18",2022-03-08 00:01:25,1,303,100,48.2733476870486,4.94474419387262
"19",2022-03-08 00:01:30,1,303,100,48.1840972590524,4.96485054204984
"20",2022-03-08 00:01:35,1,303,100,47.1031416189702,5.36054100110346
"21",2022-03-08 00:01:40,1,303,100,48.4342979454895,5.11708577768514
"22",2022-03-08 00:01:45,1,303,100,47.3791753020454,5.68530572763828
"23",2022-03-08 00:01:50,1,303,100,47.8443993565337,5.57341282127319
"24",2022-03-08 00:01:55,1,303,100,48.5922266085179,5.38224565294351
"25",2022-03-08 00:02:00,1,303,100,48.4150424413763,4.63576266069195
"26",2022-03-08 00:02:05,1,303,100,49.2532962204627,4.75264273213685
"27",2022-03-08 00:02:10,1,303,100,47.6421240570854,4.85596232805417
"28",2022-03-08 00:02:15,1,303,100,49.872239565357,4.50882504779812
"29",2022-03-08 00:02:20,1,303,100,47.1860528111448,5.2120652382436
"30",2022-03-08 00:02:25,1,303,100,48.5069864091395,4.94169376031577
"31",2022-03-08 00:02:30,1,303,100,47.2229422531614,5.44077328487948
"32",2022-03-08 00:02:35,1,303,100,48.9452932163282,5.20616695332843
"33",2022-03-08 00:02:40,1,303,100,49.273708392984,5.25963869291896
"34",2022-03-08 00:02:45,1,303,100,47.5176923981494,5.08733602165099
"35",2022-03-08 00:02:50,1,303,100,49.6287748202737,5.12651204167233
"36",2022-03-08 00:02:55,1,303,100,47.9062294649146,5.0893591313143
"37",2022-03-08 00:03:00,1,303,100,48.8522489611051,5.34284603094507
"38",2022-03-08 00:03:05,1,303,100,48.5477449252974,5.4141980841793
"39",2022-03-08 00:03:10,1,303,100,48.7831877412607,5.38616125823836
"40",2022-03-08 00:03:15,1,303,100,47.2922887568087,4.86598208950131
"41",2022-03-08 00:03:20,1,303,100,47.5243112101588,5.148901393123
"42",2022-03-08 00:03:25,1,303,100,47.4687820589614,5.50252421510993
"43",2022-03-08 00:03:30,1,303,100,47.3491678859589,5.33805297665943
"44",2022-03-08 00:03:35,1,303,100,48.9066457712488,5.34898024207653
"45",2022-03-08 00:03:40,1,303,100,46.9175788038742,5.29536251276733
"46",2022-03-08 00:03:45,1,303,100,48.0378114218655,4.57230314785315
"47",2022-03-08 00:03:50,1,303,100,47.598110376901,5.08661052326803
"48",2022-03-08 00:03:55,1,303,100,49.1994988149019,4.92299061848566
"49",2022-03-08 00:04:00,1,303,100,49.3256436714298,5.34140971266616
"50",2022-03-08 00:04:05,1,303,100,47.9768546487561,5.16283365448359
"51",2022-03-08 00:04:10,1,303,100,49.0669938842253,5.13729966800048
"52",2022-03-08 00:04:15,1,303,100,47.3325133211151,5.54996202887128
"53",2022-03-08 00:04:20,1,303,100,46.6853722721461,5.40253623076238
"54",2022-03-08 00:04:25,1,303,100,45.830472624561,4.89218639724849
"55",2022-03-08 00:04:30,1,303,100,47.7843278427489,4.99839076627468
"56",2022-03-08 00:04:35,1,303,100,48.8326105965512,5.34477744033464
"57",2022-03-08 00:04:40,1,303,100,48.0405209840695,5.27050951670167
"58",2022-03-08 00:04:45,1,303,100,48.7762157076809,5.25434200987876
"59",2022-03-08 00:04:50,1,303,100,49.0483234339962,5.29796522804878
"60",2022-03-08 00:04:55,1,303,100,47.6317962075071,5.05358590948448
"61",2022-03-08 00:05:00,1,303,100,48.5013946913048,5.40417096040846
"62",2022-03-08 00:05:05,1,303,100,47.6402404547966,4.83240541987727
"63",2022-03-08 00:05:10,1,303,100,49.3170768369742,4.99420167551301
"64",2022-03-08 00:05:15,1,303,100,48.7084992660932,5.24652038191361
"65",2022-03-08 00:05:20,1,303,100,46.9919807903828,5.12923787944893
"66",2022-03-08 00:05:25,1,303,100,48.0328955535652,4.84101039970577
"67",2022-03-08 00:05:30,1,303,100,49.5627204346505,5.50790206197765
"68",2022-03-08 00:05:35,1,303,100,47.4455540545155,5.00000380036408
"69",2022-03-08 00:05:40,1,303,100,47.6900961112393,4.68392353662846
